theDT thingNN disgustJJ whiteJJ womanNN groidJJ whiteJJ womanNN dragVBZ whiteJJ childNN filthNN,1
americanJJ actNN likeIN knowJJ talkNN,0
alsoRB intrestRB checkVB webpagNN infoJJ europeanJJ americanJJ townNN buildNN,0
IPRP thinkVBP needJJ takeVBP standVBP homeNN acrossIN countriNN aroundIN worldNN,0
IPRP thinkVBP connectJJ homosexuNN christianJJ countriNN largNN proportNN paedophilNN represVBZ christianJJ churchNN,1
hereRB salutJJ bulgariaNNS comradVBP httpzazzbgplayNN cf3bf803NN,0
IPRP gotVBD carNN wayNN IPRP feelVBP safeJJ enoughRB driveJJ northJJ wayNN IPRP useVBP gearJJ yetRB woMD ntVB actualJJ ablNN driveNN roadNN tillNN nextJJ weekNN petrolNN sureJJ costNN evenRB publicJJ transportNN,0
allDT fourCD suspectVBP heldVBN withoutIN bondNN moorNN countiNN jailNN,0
IPRP concurVBP totalJJ sickJJ countiNN IPRP liveVBP,0
anothDT songwritJJ encouragNN maniNN peoplNN comeVB IfIN goJJ sanJJ franciscoNN sureJJ wearJJ flowerNN hairNN,0
ItPRP failVBP dueJJ lackNN fundNN,0
wwpNN,0
meineehrNN heisstNN treueNN treueNN undIN ehrJJ biNN zumNN todNN niemalJJ aufgebenNN niemalJJ reueNN daNN habenNN wirNN unJJ einstJJ geschwornJJ classNN songNN,1
secondJJ IPRP realliVBP hopeVBP oneCD dayNN chauvinistVB triNNS takeVB transylvaniaNNS usPRP 1330CD posadaNN ringVBG bellNN 1467CD baiaNN ringVBG bellNN 1599CD selimbarNN ringNN bellNN,0
youPRP goVBP straightJJ communNN collegNN withoutIN gedJJ passNN testNN,0
theDT storiJJ availNN linkNN turnNN cameVBD,0
jesliNN saNN sieNN chowajaNN alboNN nieFW wiedzaWP coVBP stormfrontNN,1
IPRP totalVBP agreJJ,0
shePRP luckiVBD IPRP betRB careVB nextJJ timeNN,0
IPRP leavVBP blankJJ lineNN phoneNN numberNN goeNN allowVB localJJ writeNN stampNN,0
didVBD anyonVB coNN irishJJ letNNS sayVBP likeIN abNNS gotVBD irishJJ mobNN brotherNN keepVB foreignJJ crowdNN IPRP gotVBD starRB newspapJJ weekNN backRB couldMD loadVB madeVBN,0
SoRB goodJJ guyNN,0
anyonNN knowVBP schoolNN boughtVBD startJJ schoolNN whiteJJ kidNN bcNN wouldMD moveVB familiRB kansaJJ asapNN kidNN couldMD goVB whiteJJ schoolNN,0
theDT wayNN ablJJ photoNN likeIN todayNN hireVBP actorNN,0
doeNN anyonNNS recommendVBP,0
theseDT videoNNS greatJJ longRB enoughRB getVB needMD particularVB subjectJJ shortJJ enoughRB keepJJ pointNN interestNN,0
whenevNN IPRP wentVBD anywherRB littlJJ kidNN wouldMD comeVB askNN IPRP hitlerVBP,0
ItPRP naturVBZ jewJJ desecrNN traditNN sortNN pushNN womenNNS makeVBP foolNN,1
itPRP funniJJ unregistJJ memberNN openJJ forumNN memberNN triJJ rationNN thoughtVBD,0
quantumNN entanglNN wouldMD indicVB quantaJJ communNN fasterRBR speedNN lightNN,0
wellRB familiRB treeJJ comeVBP macedoniaNN alsoRB whiteJJ partNN anywayNN,0
alsoRB eastJJ europeanJJ countriNN chezchNN republNN polandNN slovakiaNN finlandNN etcNN 9999CD whiteJJ,0
moreRBR blackonwhitJJ hateNN crimeNN videoNN postNN httpethniccrimeblogspotcompraonvideohtmlNN,0
encouragRB otherJJ reportNN crimeNN criminNN alienNN siteNN getVBP ongoJJ talliJJ wholeJJ blastNN sceneNN,0
theDT commonJJ drawNN 80CD 140CD lbNN,0
ItPRP couldMD vanitiVB wantVB seenVBN wearJJ hearJJ aidNN maybNN seeVBP oldJJ personNN thingNN,0
WePRP needVBP spreadJJ videoNN aroundIN hamanJJ wntubeNN whiteJJ nationalistJJ wayNN,0
illNN putVBD moneyNN amiNN photoNN femalJJ hateNN stunNNS girlVBP ntJJ letNN no1NNS dragVB,0
everiNN majorJJ retailJJ unitNN stateNN builtVBN expansNNS planVBP assumptJJ americanJJ consumNN wouldMD continuVB spendVB unsustainJJ rateNN,0
IPRP alwayRB thoughtVBD irelandNN lastJJ whiteJJ countriNN leftVBD,0
videoNN centerNN koldVBD newJJ 13CD clickNN linkNN videoNN hereRB vekolJJ valleyJJ lookNN likeIN southJJ interstJJ 8CD 10mileCD westNN hwiNN 84CD intersectNN,0
yourPRP$ sonNN goVB loveCD landNN,0
IfIN linkVBN sendVBP perhapJJ figurNN baseNN contextNN,0
